kind,priority_rank,priority_group,id,title,status,severity_or_priority,classification,recommended_action,why
bug,B183 (720),backlog_low_signal,BUG-C3582EAA,Unified tool factory for MCP tool surfaces,OPEN,P2,backlog_low_signal,Keep in backlog; collect evidence before implementation.,not replay-ready
bug,B184 (720),backlog_low_signal,BUG-1D781196,Use ui_shell_route_registry as authoritative source for app shell routing,OPEN,P2,backlog_low_signal,Keep in backlog; collect evidence before implementation.,not replay-ready
bug,B185 (720),backlog_low_signal,BUG-5AA2CCF3,[hygiene-2026-04-23/workflow-history-authority] Workflow history merges process-local fallback into durable status summaries,OPEN,P2,backlog_low_signal,Keep in backlog; collect evidence before implementation.,not replay-ready
bug,B186 (720),backlog_low_signal,BUG-AA6AC4E0,contract-drift::runtime/build_planning_contract.py,OPEN,P2,backlog_low_signal,Keep in backlog; collect evidence before implementation.,not replay-ready
bug,B187 (720),backlog_low_signal,BUG-C4091203,praxis_ingest accepts conversation memory that recall cannot retrieve,OPEN,P2,backlog_low_signal,Keep in backlog; collect evidence before implementation.,not replay-ready
bug,B188 (720),backlog_low_signal,BUG-8D8C5256,workflow CLI discover and bug search can hang silently,OPEN,P2,backlog_low_signal,Keep in backlog; collect evidence before implementation.,not replay-ready
bug,B189 (805),deferred_not_live_authority,BUG-698CCCF9,Cascade queue specs contain hardcoded provider routing guidance outside catalog,DEFERRED,P2,deferred_not_live_authority,Do not solve now; the record itself says the premise is not live authority. Keep out of active queues.,A2A lane: Adapter consolidation into the A2A-native kernel; audit_group: E_compiler_rollover_spec_integration; triage: defer_until_historical_spec_launch_validation; not replay-ready; status: DEFERRED
bug,B190 (805),deferred_not_live_authority,BUG-E17B3DFB,Proof and install scripts hardcode provider/model slugs outside catalog authority,DEFERRED,P2,deferred_not_live_authority,Do not solve now; the record itself says the premise is not live authority. Keep out of active queues.,A2A lane: Agent registry and routing control plane; audit_group: F_picker_helper_leaks; triage: defer_until_ci_or_prove_scripts_become_authority; not replay-ready; status: DEFERRED
bug,B191 (805),deferred_not_live_authority,BUG-C803B5EB,Provider picker and helper surfaces bypass effective provider catalog,DEFERRED,P2,deferred_not_live_authority,Do not solve now; the record itself says the premise is not live authority. Keep out of active queues.,A2A lane: Agent registry and routing control plane; audit_group: F_picker_helper_leaks; triage: defer_until_multiroute_agent_sessions; not replay-ready; status: DEFERRED
bug,B192 (850),not_real_or_rejected,BUG-5A882BAB,ButtonRowModule config POSTs to arbitrary endpoints; any manifest can fire cross-surface requests,WONT_FIX,P2,not_real_or_rejected,Do not solve. Keep only if the rejected rationale is useful; otherwise hide from default queues.,not replay-ready; status: WONT_FIX
bug,B193 (850),not_real_or_rejected,BUG-4820B3A1,probe,WONT_FIX,P2,not_real_or_rejected,Do not solve. Keep only if the rejected rationale is useful; otherwise hide from default queues.,not replay-ready; status: WONT_FIX
bug,B194 (850),not_real_or_rejected,BUG-6C5D628C,test placeholder,WONT_FIX,P3,not_real_or_rejected,Do not solve. Keep only if the rejected rationale is useful; otherwise hide from default queues.,not replay-ready; status: WONT_FIX
bug,B195 (900),closed_history,BUG-DB9909DB,Mobile access: ControlIntent has no plan_hash field; envelope cannot ride the intent,FIXED,P0,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B196 (900),closed_history,BUG-5106F6A5,Mobile access: _SAFE_AUTO_EXECUTE_TYPES still sole authority in classify_control_intent (chain-attack open),FIXED,P0,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B197 (900),closed_history,BUG-48A512FA,Mobile access: _insert_gate_evaluation never writes grant_ref or plan_envelope_hash,FIXED,P0,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B198 (900),closed_history,BUG-F1213F7A,Mobile access: autorun_ok remains a live authority primitive in audit_primitive.py,FIXED,P0,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B199 (900),closed_history,BUG-64A2F6E7,"Mobile access: migration 188_mobile_sessions.sql is missing (no step-up window, no session ledger)",FIXED,P0,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B200 (900),closed_history,BUG-040B4F99,Mobile access: no POST /approvals/{id}/ratify handler; stale-assertion rejection unimplemented,FIXED,P0,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B201 (900),closed_history,BUG-4F80123F,Mobile access: no PWA service worker; API response no-cache policy unverifiable,FIXED,P0,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B202 (900),closed_history,BUG-2864D929,Mobile access: no WebAuthn RP-ID validation on server,FIXED,P0,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B203 (900),closed_history,BUG-6FB431A7,Mobile access: no atomic device-revoke path (stolen phone keeps active sessions and grants),FIXED,P0,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B204 (900),closed_history,BUG-03D3EE8C,"Mobile access: no auth cookie flags code (httpOnly, SameSite=Strict, Secure)",FIXED,P0,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B205 (900),closed_history,BUG-B48B6CAC,"Mobile access: no bootstrap token flow (no hashing, no expiry)",FIXED,P0,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B206 (900),closed_history,BUG-D90C8F9D,Mobile access: no chain-attack E2E tests; negative validation absent,FIXED,P0,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B207 (900),closed_history,BUG-A1DC262B,Mobile access: no session burn-rate / atomic budget accounting,FIXED,P0,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B208 (900),closed_history,BUG-F9415F3D,Mobile access: runtime/capability/ package does not exist (resolve_capability_grant undefined),FIXED,P0,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B209 (900),closed_history,BUG-B4A0A42B,Mobile access: runtime/webauthn/ package does not exist (no RP-ID/sign-count verification),FIXED,P0,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B210 (900),closed_history,BUG-712A8BE7,/app returns 500 when launcher cannot open built index due to file descriptor exhaustion,FIXED,P1,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B211 (900),closed_history,BUG-018E3541,API boot degraded when migration 200 seeds duplicate authority domains,FIXED,P1,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B212 (900),closed_history,BUG-EBFC6EA0,API startup degrades when operation catalog bindings point at missing runtime exports,FIXED,P1,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B213 (900),closed_history,BUG-9A7DA78F,Bug filing accepts blank decision_ref despite mandatory schema,FIXED,P1,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B214 (900),closed_history,BUG-175EB9F3,"Bug tracking and resolution lifecycle is spread across runtime, surfaces, scripts, evidence, and packet artifacts",FIXED,P1,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B215 (900),closed_history,BUG-E340E42A,Cost Summary tab remains in primary shell navigation,FIXED,P1,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B216 (900),closed_history,BUG-F2B3E693,Graph-first Moon compiled specs use unresolved auto agent routes,FIXED,P1,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B217 (900),closed_history,BUG-3FD57DB4,MCP catalog literal_eval fails on callable bug query metadata,FIXED,P1,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B218 (900),closed_history,BUG-29D638E2,MCP tools resolve demo placeholders and omitted ids to latest resources,FIXED,P1,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B219 (900),closed_history,BUG-84EDBF9A,Moon build harden can wedge API during release preview,FIXED,P1,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B220 (900),closed_history,BUG-B357177E,Moon dashboard metrics disagree with recent run ledger,FIXED,P1,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B221 (900),closed_history,BUG-15F67F63,Moon/Vite dev server hangs root and crash-loops API on port conflict,FIXED,P1,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B222 (900),closed_history,BUG-32797A1B,Platform context leaked raw WORKFLOW_DATABASE_URL into worker prompts,FIXED,P1,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B223 (900),closed_history,BUG-C6EE740C,Regression: Moon composer emits prose-shaped auto/build nodes instead of executable typed workflow units,FIXED,P1,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B224 (900),closed_history,BUG-1FC820AC,"Repo WORKFLOW_DATABASE_URL points at host.docker.internal, which does not resolve from the host shell",FIXED,P1,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B225 (900),closed_history,BUG-A7A940DF,Worker docker invocation does not propagate CLAUDE_CODE_OAUTH_TOKEN; macOS .credentials.json is empty (Keychain-only) so claude binary fails Not logged in,FIXED,P1,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B226 (900),closed_history,BUG-EDE70CD7,Workflow admission did not block providers with exhausted usage,FIXED,P1,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B227 (900),closed_history,BUG-D74C9598,[hygiene-2026-04-22/worker-concurrency] Compose default bypasses resource-derived worker concurrency,FIXED,P1,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B228 (900),closed_history,BUG-B99B283D,[hygiene-2026-04-23/execution-packet-authority] Execution packet revisions are owned by multiple incompatible paths,FIXED,P1,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B229 (900),closed_history,BUG-51DE719E,[hygiene-2026-04-23/file-backed-scoring-authority] Trust and risk scoring persist operator authority to local artifact JSON,FIXED,P1,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B230 (900),closed_history,BUG-78A1C854,[hygiene-2026-04-23/governance-evidence] Governance scan proof links bypass canonical bug evidence authority,FIXED,P1,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B231 (900),closed_history,BUG-C2B0EEE9,[hygiene-2026-04-23/local-db-retirement] Disabled local Postgres helpers remain wired into verifier and native ops surfaces,FIXED,P1,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B232 (900),closed_history,BUG-8636EEA5,"[hygiene-2026-04-23/operating-model-runtime] Live model-card API bypasses unified workflow admission, state, and status authority",FIXED,P1,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B233 (900),closed_history,BUG-382B9477,[hygiene-2026-04-23/operator-execution] /api/operate bypasses the DB-backed operation catalog gateway,FIXED,P1,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B234 (900),closed_history,BUG-A3A906C8,"[hygiene-2026-04-23/retry-authority] Retry policy is split across durable job retry, legacy AutoRetryManager, and CLI API retry loops",FIXED,P1,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B235 (900),closed_history,BUG-CEF00A08,[hygiene-2026-04-23/runtime-authority] native_instance_contract fabricates a repo-local profile when Postgres authority is unavailable,FIXED,P1,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B236 (900),closed_history,BUG-D9F56478,[hygiene-2026-04-23/task-profile-authority] Optional task-profile lookups let DB authority silently disappear from runtime paths,FIXED,P1,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B237 (900),closed_history,BUG-6E50FFBA,[hygiene-2026-04-23/workflow-cache-authority] Workflow result cache key ignores execution authority inputs,FIXED,P1,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B238 (900),closed_history,BUG-075A433D,input-validation::agent_sessions::agent_id — path traversal via unvalidated agent_id,FIXED,P1,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B239 (900),closed_history,BUG-84CBD82E,input-validation::agent_sessions::auth — no auth gate on POST /agents subprocess spawner,FIXED,P1,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B240 (900),closed_history,BUG-CD0F42C7,operation receipt idempotency index blocked repeated read-only query receipts,FIXED,P1,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B241 (900),closed_history,BUG-88BE517A,scripts/praxis workflow front door hangs for orient and bugs commands without output,FIXED,P1,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B242 (900),closed_history,BUG-3BDCCD76,security-review-2026-04-22-ssrf: webhook integration allows SSRF to internal metadata services,FIXED,P1,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B243 (900),closed_history,BUG-555ECA58,security-review-2026-04-22-tarfile: unsafe tarfile.extractall allows tar-slip path traversal during workspace hydration,FIXED,P1,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B244 (900),closed_history,BUG-AF55552F,test.sh validate reports ok true when workflow validation fails DB authority resolution,FIXED,P1,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B245 (900),closed_history,BUG-171C5F41,unclassified workflow migration 212 made worker native runtime authority unavailable,FIXED,P1,closed_history,No work: fixed. Keep as historical evidence only.,status: FIXED
bug,B246 (900),closed_history,BUG-70A26407,workflow worker did not receive OpenRouter credentials for mobile-launched runs,FIXED,P1,closed_history,No work: fixed. Keep as historical evidence only.,status: FIXED
bug,B247 (900),closed_history,BUG-827BB674,API capability mount fails on service-lifecycle desired-state route conflict,FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B248 (900),closed_history,BUG-FECE5AFA,Agent completion claims not required to verify against disk — phantom-ship possible,FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B249 (900),closed_history,BUG-068D0065,Anthropic CLI telemetry silently dropped because api_protocol_family is None on CLI-only profiles,FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B250 (900),closed_history,BUG-7559B7A4,Anthropic CLI telemetry silently dropped on every workflow run,FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B251 (900),closed_history,BUG-66BBB40A,Atlas keeps a static offline export as a separate surface after /api/atlas.html redirects to the live app,FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B252 (900),closed_history,BUG-51A8D64D,Atlas navigation and filters expose raw internal taxonomy,FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B253 (900),closed_history,BUG-2607040F,Atlas relation taxonomy contains duplicate unclear verbs,FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B254 (900),closed_history,BUG-99859F98,BUG-ID search open_only path passes invalid bug_status_sql_in_literal args,FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B255 (900),closed_history,BUG-CC656BC5,Bug filing does not automatically capture canonical discovery evidence or receipts,FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B256 (900),closed_history,BUG-94A87C05,Bug packets promote fallback receipts into canonical replay context when explicit provenance is missing,FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B257 (900),closed_history,BUG-91C73719,Bug stats aliases replay readiness to packet readiness,FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B258 (900),closed_history,BUG-9475EEB0,BugTracker.search returns unrelated bugs when query has no title/description match,FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B259 (900),closed_history,BUG-0DDD80DC,ButtonRowModule config POSTs to arbitrary endpoints; any manifest can fire cross-surface requests,FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B260 (900),closed_history,BUG-85310974,CLI command authority is split between legacy compatibility wrappers and canonical workflow handlers,FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B261 (900),closed_history,BUG-B88A4129,"CLI failure recorder only sees stdout, so stderr-only failures lose payload and reason code",FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B262 (900),closed_history,BUG-258A0B18,CLI friction promotion candidates do not auto-file deduped bugs,FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B263 (900),closed_history,BUG-B846D22E,CLI friction recorder writes durable friction events during pytest runs,FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B264 (900),closed_history,BUG-F1AB23C5,Cloudflare sandbox bridge no longer hardcodes workspace and bridge temp roots in source config,FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B265 (900),closed_history,BUG-5BE7C8F9,Connector builder template stamps invalid build specs without verify_refs,FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B266 (900),closed_history,BUG-5B8879D1,Cursor API workflow lane uses stale auto default model,FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B267 (900),closed_history,BUG-CFF974C2,Dashboard API returns 500 because efficiency_summary_async coroutine is not awaited,FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B268 (900),closed_history,BUG-31DF5724,Docker image build contracts parameterize workspace/home paths and scratch requirements files,FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B269 (900),closed_history,BUG-F613BBFE,Fresh-clone bootstrap DB authority resolver emits unactionable error when resolution fails,FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B270 (900),closed_history,BUG-D9B929A2,Fresh-clone bootstrap dies on python3.14 missing while _workflow_env.sh accepts 3.13 fallback,FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B271 (900),closed_history,BUG-7B02FE94,"Fresh-clone bootstrap smoke failure message conflates timeout, API crash, and workflow failure",FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B272 (900),closed_history,BUG-531DF22B,Frontdoor validation downgrades runtime authority errors into green test results,FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B273 (900),closed_history,BUG-E94962FA,Integration builder template uses stale praxis_integration action contract,FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B274 (900),closed_history,BUG-154E682B,IntentBox shows Generate when intent analysis fell back and matcher was unavailable,FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B275 (900),closed_history,BUG-4E6A2081,Knowledge graph entities with generic short names dominate semantic search,FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B276 (900),closed_history,BUG-0E32E950,MCP bug tool dependency seam missing _subs,FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B277 (900),closed_history,BUG-5E84F728,MCP catalog docs metadata drift blocks docs verification,FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B278 (900),closed_history,BUG-681994AB,MCP dynamic default tests bless latest-resource fallback for artifacts and wave tools,FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B279 (900),closed_history,BUG-40530D9F,Make postgres connection defaults derive host from runtime authority,FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B280 (900),closed_history,BUG-431B3436,"Manual schema_migrations insert requires content_sha256 + bootstrap_role, no documented manual-apply path",FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B281 (900),closed_history,BUG-C0E701DC,Migration 237 broke praxis_operator_architecture_policy + praxis_operator_relations — semantic_assertions subject_kind_allowlist now empty,FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B282 (900),closed_history,BUG-DC1CF88C,Migration numbering collides under parallel agents — no atomic claim mechanism,FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B283 (900),closed_history,BUG-984AFD8B,Moon Run now hides approved-manifest rejection,FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B284 (900),closed_history,BUG-8F7EEB0E,Moon builder compiles whole prompt into malformed graph instead of progressive validated units,FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B285 (900),closed_history,BUG-A6E390EA,Moon canvas pan can render invalid NaN transform,FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B286 (900),closed_history,BUG-99B9DC7E,Moon composer turns uncertainty into human Provide nodes instead of typed gaps with fallback branches,FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B287 (900),closed_history,BUG-67CEB47D,Moon edge release normalization collapses validation approval and retry gates,FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B288 (900),closed_history,BUG-FA546993,Moon graph and inspector text overlaps or wraps into unreadable labels,FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B289 (900),closed_history,BUG-1A0B4E94,Moon harden produces no compiled spec for manual two-node workflow and requires unrelated ap_invoice bundle,FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B290 (900),closed_history,BUG-EBFFD508,Moon inspector and action panels hide bottom controls below viewport,FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B291 (900),closed_history,BUG-9B4C9384,Moon interaction lacks standard canvas navigation and deletion controls,FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B292 (900),closed_history,BUG-11898FCA,"Moon interactions lack standard zoom, pan, and delete controls",FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B293 (900),closed_history,BUG-9B904118,Moon picker APIs hardcode provider choices outside effective catalog,FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,audit_group: F_picker_helper_leaks; not replay-ready; status: FIXED
bug,B294 (900),closed_history,BUG-FC232024,Moon suggest-next request times out without graceful partial-state fallback,FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B295 (900),closed_history,BUG-6D4D0B3D,MoonBuildPage interaction coverage missing for delete and canvas controls,FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B296 (900),closed_history,BUG-067CA022,Operation catalog invalid bindings degraded API capability mount,FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B297 (900),closed_history,BUG-2062CB3B,"Operation registration requires data_dictionary_objects + authority_object_registry chain, undocumented",FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B298 (900),closed_history,BUG-623B5C55,Orphan queue infrastructure: workflow_spec_ready never consumed by runtime,FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B299 (900),closed_history,BUG-B256AAA6,Praxis supervisor path and log defaults no longer own host-specific path authority,FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B300 (900),closed_history,BUG-A2A6735F,Provider routing tests still encode fail-open authority assumptions,FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B301 (900),closed_history,BUG-6F69FFB3,Roadmap tree query replays stale output after roadmap write,FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B302 (900),closed_history,BUG-317E3347,Roadmap write commit fails on duplicate semantic assertion id,FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B303 (900),closed_history,BUG-A5F084B3,Sandbox container home and auth seed paths resolve through workspace layout authority,FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B304 (900),closed_history,BUG-A35A4E73,UI experience map and module indexer use hardcoded workflow paths,FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B305 (900),closed_history,BUG-C9B9E457,Wire workflow status summary to time-window runtime filters,FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B306 (900),closed_history,BUG-50192F92,Workflow data dictionary lookup strips schema qualifiers and cannot round-trip the requested object,FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B307 (900),closed_history,BUG-FD03C901,Workflow query turns table-name collision questions into a lookup for a literal table named names,FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B308 (900),closed_history,BUG-6C1E5850,Workflow run status endpoint does not decode encoded run ids,FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B309 (900),closed_history,BUG-1C591081,Workflow worker cannot import newly added deterministic builder module,FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,status: FIXED
bug,B310 (900),closed_history,BUG-B4B3A37F,Workflow worker prompt text renders sandbox workspace root from layout authority,FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B311 (900),closed_history,BUG-0AC033CF,[hygiene-2026-04-22/wiring-audit] Hard-path scanner misclassifies truncation limits as ports,FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B312 (900),closed_history,BUG-D2C48EA5,[hygiene-2026-04-23/ad-hoc-workflow-builders] praxis_research_workflow still writes generated specs into missing config/specs path,FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B313 (900),closed_history,BUG-7883609D,[hygiene-2026-04-23/catalog-observability] Surface catalog returns empty success payload when all authority queries fail,FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B314 (900),closed_history,BUG-20C0D95B,[hygiene-2026-04-23/compile-authority-tests] Compiler smoke test passes through private fallback index with zero authority rows,FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B315 (900),closed_history,BUG-FB433D1F,[hygiene-2026-04-23/connector-builder-authority] praxis_connector build points at a missing template and artifact directory,FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B316 (900),closed_history,BUG-F92EDE95,[hygiene-2026-04-23/data-authority] code-orphan table audit treats Python references as the authority for DB-native tables,FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
